id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,last_review
21395840,2714509,Manhattan,Upper East Side,Entire home/apt,95,2.0,58,2.96,0,2019-06-23
21397049,11167829,Manhattan,Harlem,Private room,50,4.0,3,0.14,0,2017-10-30
21397638,50086945,Manhattan,Lower East Side,Entire home/apt,250,7.0,7,0.37,0,2019-03-14
21398486,4058709,Brooklyn,Park Slope,Entire home/apt,165,6.0,5,0.25,73,2018-12-18
21398613,24393270,Manhattan,Upper West Side,Entire home/apt,150,5.0,1,0.05,0,2017-10-30
21399110,1016005,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1.0,17,0.92,158,2019-07-01
21399123,96346005,Manhattan,Upper West Side,Private room,156,3.0,86,4.11,68,2019-06-29
21399131,155031529,Queens,Long Island City,Entire home/apt,110,20.0,2,0.1,0,2017-11-02
21399518,6563906,Brooklyn,Williamsburg,Private room,70,1.0,8,0.41,0,2018-05-06
21399885,96664487,Brooklyn,Bushwick,Entire home/apt,154,3.0,26,1.41,341,2019-06-18
21399985,7658248,Manhattan,Harlem,Private room,85,2.0,76,3.68,0,2019-06-13
21404524,22875538,Brooklyn,Bushwick,Entire home/apt,299,2.0,8,0.63,0,2019-01-01
21405904,77750223,Bronx,Clason Point,Private room,40,3.0,5,0.46,365,2019-05-19
21406187,7658248,Manhattan,Harlem,Private room,85,2.0,78,3.77,0,2019-06-27
21406504,59346339,Manhattan,East Harlem,Entire home/apt,127,2.0,3,0.15,0,2017-11-20
21406998,154696585,Bronx,Kingsbridge,Private room,80,3.0,1,0.05,0,2017-12-19
21407514,154842298,Manhattan,East Village,Entire home/apt,195,3.0,2,0.11,0,2018-05-20
21408195,145242566,Manhattan,Harlem,Shared room,25,3.0,61,2.99,7,2019-06-23
21408811,15520066,Queens,Ridgewood,Private room,35,3.0,1,0.05,0,2017-11-20
21410257,27636450,Manhattan,NoHo,Entire home/apt,250,2.0,2,0.1,0,2017-11-06
21410971,154306881,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120,3.0,2,0.1,0,2017-10-30
21411274,155148052,Manhattan,Upper East Side,Entire home/apt,139,2.0,45,2.18,14,2019-06-15
21411685,35662919,Brooklyn,Williamsburg,Private room,100,2.0,1,0.05,0,2017-10-22
21412438,125492013,Queens,Elmhurst,Entire home/apt,90,5.0,0,0.0,0,
21413190,22223682,Manhattan,Upper West Side,Private room,150,45.0,2,0.1,365,2018-01-02
21413839,117365574,Manhattan,Chelsea,Private room,82,1.0,97,4.69,309,2019-06-16
21413889,155171571,Bronx,Mott Haven,Entire home/apt,125,3.0,32,1.59,6,2019-06-08
21414167,42784981,Manhattan,Midtown,Entire home/apt,350,2.0,1,0.05,0,2017-11-26
21414821,155182192,Manhattan,Hell's Kitchen,Private room,40,1.0,108,5.21,65,2019-05-24
21416357,25036260,Brooklyn,Bushwick,Private room,80,1.0,34,2.07,207,2019-06-03
21416483,155200301,Brooklyn,Bedford-Stuyvesant,Private room,40,18.0,1,0.05,0,2017-12-31
21420445,3711407,Queens,Long Island City,Entire home/apt,85,2.0,14,0.68,0,2019-01-06
21421438,143555138,Manhattan,Hell's Kitchen,Entire home/apt,185,1.0,85,4.08,172,2019-07-02
21421657,155255550,Manhattan,East Village,Entire home/apt,215,1.0,126,6.12,234,2019-07-01
21422090,106766048,Queens,Jackson Heights,Private room,45,3.0,12,1.67,0,2019-06-27
21422357,144195040,Brooklyn,Crown Heights,Entire home/apt,150,1.0,29,1.41,135,2019-06-22
21422721,153524812,Queens,Astoria,Private room,65,1.0,114,5.46,319,2019-06-30
21423426,10391716,Manhattan,East Village,Entire home/apt,190,4.0,68,3.34,41,2019-06-24
21426105,6105242,Manhattan,East Harlem,Private room,60,14.0,1,0.16,55,2019-01-07
21426185,6388732,Manhattan,Lower East Side,Entire home/apt,175,2.0,16,0.77,2,2019-03-10
21426368,4414774,Brooklyn,Crown Heights,Shared room,60,2.0,13,0.64,0,2018-09-09
21426648,683457,Manhattan,East Village,Entire home/apt,250,3.0,1,0.05,0,2018-01-01
21427176,154949847,Manhattan,Hell's Kitchen,Entire home/apt,288,3.0,66,3.42,300,2019-06-11
21427369,109909474,Brooklyn,Clinton Hill,Entire home/apt,100,1.0,93,4.67,65,2019-06-19
21428231,155318905,Manhattan,Chelsea,Private room,95,1.0,2,0.1,0,2017-11-06
21428625,134428157,Brooklyn,Bedford-Stuyvesant,Private room,50,5.0,1,0.06,0,2018-01-17
21428791,16794494,Manhattan,East Village,Private room,200,2.0,9,0.46,0,2019-05-27
21429062,122044489,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2.0,39,1.91,130,2019-06-30
21431963,122374980,Manhattan,Upper West Side,Shared room,60,1.0,90,4.35,77,2019-06-13
21432084,382836,Manhattan,Hell's Kitchen,Private room,143,3.0,18,0.89,365,2019-05-20
21433001,11908891,Brooklyn,Flatbush,Entire home/apt,97,3.0,2,0.1,0,2017-11-18
21434285,19809273,Manhattan,Midtown,Entire home/apt,350,2.0,0,0.0,178,
21434692,111663504,Manhattan,Harlem,Entire home/apt,150,2.0,69,3.36,69,2019-07-03
21434826,9554878,Manhattan,Upper East Side,Entire home/apt,589,6.0,9,0.49,4,2019-06-29
21435076,37487997,Manhattan,Murray Hill,Entire home/apt,138,30.0,1,0.09,188,2018-08-07
21435622,100970377,Manhattan,Harlem,Entire home/apt,200,1.0,3,0.15,0,2017-11-24
21435800,134946389,Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,2.0,46,2.23,70,2019-07-01
21435960,8112941,Brooklyn,Bedford-Stuyvesant,Private room,65,3.0,40,1.99,70,2019-06-17
21436653,155400834,Manhattan,Harlem,Entire home/apt,245,2.0,82,4.44,135,2019-06-30
21436689,45658261,Brooklyn,Crown Heights,Entire home/apt,100,2.0,7,0.35,0,2018-02-04
21437509,13081524,Brooklyn,Williamsburg,Private room,60,2.0,48,2.3,13,2019-06-29
21437933,2545414,Brooklyn,Bushwick,Entire home/apt,89,7.0,10,0.51,11,2018-12-27
21439155,66830803,Manhattan,Washington Heights,Private room,51,1.0,4,0.31,0,2018-12-30
21440192,134428157,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30.0,12,0.63,0,2018-07-08
21440393,8621271,Brooklyn,Crown Heights,Entire home/apt,110,3.0,20,1.0,0,2018-10-16
21440587,154346156,Manhattan,Hell's Kitchen,Entire home/apt,230,2.0,1,0.05,0,2017-10-27
21440605,126168966,Manhattan,Hell's Kitchen,Private room,119,1.0,52,2.5,159,2019-06-23
21440734,134428157,Brooklyn,Bedford-Stuyvesant,Private room,44,5.0,1,0.05,0,2017-11-28
21440922,3039349,Brooklyn,Bushwick,Private room,80,1.0,34,1.74,12,2019-06-24
21441613,59405516,Manhattan,Upper East Side,Entire home/apt,233,6.0,15,0.72,154,2019-06-23
21444065,12762193,Manhattan,Harlem,Entire home/apt,150,2.0,10,0.49,0,2019-05-30
21444621,29110524,Brooklyn,Williamsburg,Entire home/apt,115,4.0,0,0.0,0,
21444943,50903933,Brooklyn,Flatbush,Private room,60,2.0,2,0.1,0,2017-10-26
21446560,69108572,Manhattan,Upper East Side,Private room,150,1.0,0,0.0,0,
21446922,11452850,Brooklyn,Williamsburg,Private room,70,2.0,3,0.15,0,2018-05-15
21447197,59405516,Manhattan,Upper East Side,Private room,75,3.0,11,0.82,62,2019-04-20
21448949,10456843,Brooklyn,Crown Heights,Entire home/apt,109,2.0,22,1.17,1,2019-06-18
21449107,155647922,Brooklyn,Flatbush,Private room,65,3.0,74,3.59,66,2019-06-30
21449446,33106693,Manhattan,Harlem,Entire home/apt,210,5.0,2,0.11,88,2018-08-11
21450176,121809482,Manhattan,Midtown,Private room,145,1.0,25,1.27,0,2019-01-18
21450408,55858529,Brooklyn,Bedford-Stuyvesant,Private room,40,2.0,101,4.89,8,2019-07-01
21450636,21341524,Manhattan,East Harlem,Entire home/apt,180,2.0,3,0.16,41,2018-06-16
21450672,155691570,Queens,East Elmhurst,Private room,40,1.0,76,3.68,0,2018-09-22
21450693,13010274,Manhattan,Washington Heights,Shared room,75,1.0,0,0.0,0,
21451138,154128335,Queens,Jamaica,Private room,40,1.0,119,5.8,229,2019-07-08
21452348,7390361,Manhattan,Chelsea,Entire home/apt,128,6.0,6,0.3,0,2018-01-13
21452670,3917130,Manhattan,Harlem,Private room,36,1.0,0,0.0,0,
21455957,3000089,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,8.0,16,0.81,6,2019-06-25
21457703,6945444,Manhattan,Harlem,Entire home/apt,173,2.0,62,3.44,92,2019-06-23
21457933,1285768,Brooklyn,Greenpoint,Entire home/apt,150,10.0,2,0.11,41,2018-12-08
21457989,2350011,Brooklyn,Clinton Hill,Entire home/apt,200,10.0,5,0.24,0,2019-01-02
21458689,155791040,Queens,Queens Village,Entire home/apt,98,1.0,64,3.45,356,2019-06-17
21458865,62888101,Brooklyn,Red Hook,Private room,69,1.0,32,1.73,86,2019-06-20
21458972,45697749,Brooklyn,Bedford-Stuyvesant,Entire home/apt,142,6.0,4,0.2,0,2018-06-01
21460249,8687478,Manhattan,Harlem,Entire home/apt,180,5.0,1,0.05,0,2018-01-02
21460319,3249409,Brooklyn,Williamsburg,Entire home/apt,150,4.0,45,2.18,13,2019-06-08
21460444,155810605,Manhattan,East Harlem,Private room,100,2.0,83,4.08,40,2019-06-21
21460970,10525934,Brooklyn,Gowanus,Entire home/apt,125,2.0,13,0.64,0,2018-09-12
21461540,9427815,Brooklyn,Williamsburg,Entire home/apt,175,2.0,1,0.05,0,2018-01-01
21461615,145285876,Brooklyn,Williamsburg,Private room,66,2.0,3,0.15,0,2017-12-10
21461874,13878635,Manhattan,Hell's Kitchen,Private room,150,1.0,9,0.44,88,2019-05-26
21461901,916804,Manhattan,Harlem,Private room,79,2.0,83,4.14,26,2019-07-01
21462212,145285876,Brooklyn,Williamsburg,Private room,66,2.0,1,0.05,0,2017-11-02
21462551,24020292,Brooklyn,Bushwick,Private room,85,1.0,89,4.35,58,2019-07-05
21462783,5057804,Manhattan,Morningside Heights,Entire home/apt,125,3.0,16,0.79,25,2019-07-01
21463041,112176279,Brooklyn,Bushwick,Private room,89,2.0,0,0.0,0,
21467409,155885449,Brooklyn,Park Slope,Entire home/apt,105,7.0,7,0.36,0,2019-01-07
21467493,739592,Brooklyn,Williamsburg,Private room,120,4.0,0,0.0,0,
21468762,61696564,Manhattan,Greenwich Village,Shared room,56,35.0,1,0.05,0,2017-10-26
21469568,115228513,Manhattan,Upper West Side,Private room,129,1.0,83,4.0,365,2019-06-09
21469886,1358567,Manhattan,Chelsea,Entire home/apt,180,3.0,6,0.42,20,2019-05-19
21470099,3038856,Brooklyn,Williamsburg,Shared room,35,1.0,0,0.0,0,
21471116,16301391,Manhattan,Midtown,Private room,130,1.0,9,0.44,0,2017-12-27
21471517,155923396,Brooklyn,Bushwick,Private room,35,2.0,22,1.89,29,2019-06-24
21471540,155923396,Brooklyn,Bushwick,Private room,25,2.0,35,1.8,3,2019-04-30
21472026,17592183,Manhattan,Upper East Side,Entire home/apt,150,5.0,1,0.05,0,2017-11-18
21472364,92183983,Brooklyn,Greenpoint,Entire home/apt,120,5.0,17,0.83,0,2019-05-23
21472882,14278133,Brooklyn,Williamsburg,Private room,60,2.0,7,0.34,0,2018-10-15
21473096,114975592,Queens,Springfield Gardens,Private room,90,1.0,2,0.14,84,2019-03-05
21473222,2823757,Brooklyn,Williamsburg,Entire home/apt,109,2.0,4,0.36,0,2018-12-09
21473314,31154454,Manhattan,Kips Bay,Private room,70,1.0,119,5.78,3,2019-06-23
21473601,15894157,Manhattan,East Village,Entire home/apt,145,3.0,27,1.33,7,2019-05-26
21473648,155944475,Manhattan,Tribeca,Private room,200,1.0,0,0.0,0,
21473761,51547093,Manhattan,Lower East Side,Entire home/apt,225,4.0,1,0.05,0,2017-12-20
21474497,2628354,Manhattan,Upper West Side,Entire home/apt,200,30.0,5,0.25,0,2018-02-11
21474832,18996093,Queens,Douglaston,Private room,40,1.0,9,0.49,252,2019-05-18
21474885,2015914,Brooklyn,Bushwick,Private room,75,3.0,2,1.2,365,2019-06-30
21475999,117365574,Manhattan,Chelsea,Private room,85,1.0,113,5.5,292,2019-06-22
21476123,6243641,Brooklyn,DUMBO,Entire home/apt,145,2.0,1,0.05,0,2017-10-31
21476604,12216173,Manhattan,Harlem,Entire home/apt,150,1.0,21,1.14,2,2019-06-21
21477282,6357428,Brooklyn,Crown Heights,Entire home/apt,100,2.0,3,0.15,0,2017-12-31
21477403,16445934,Queens,Long Island City,Entire home/apt,100,4.0,2,0.19,0,2018-09-30
21477816,155990761,Brooklyn,Bushwick,Private room,42,2.0,35,1.69,0,2018-07-22
21481778,1607289,Manhattan,Upper East Side,Entire home/apt,299,2.0,1,0.05,0,2017-12-31
21483653,66234873,Brooklyn,Bedford-Stuyvesant,Private room,50,5.0,62,3.58,12,2019-06-23
21483857,22541573,Manhattan,Upper East Side,Entire home/apt,200,30.0,1,0.07,364,2018-04-22
21484161,156047478,Manhattan,Harlem,Entire home/apt,105,30.0,5,0.28,195,2019-06-02
21485026,134419840,Brooklyn,Bushwick,Private room,60,30.0,5,0.24,141,2019-06-06
21485174,156060717,Manhattan,Harlem,Entire home/apt,175,3.0,33,1.61,1,2019-05-23
21485695,156066689,Bronx,Concourse,Entire home/apt,114,2.0,79,3.88,283,2019-07-01
21485867,156068349,Brooklyn,Brownsville,Entire home/apt,62,2.0,0,0.0,0,
21486004,67072838,Manhattan,Midtown,Entire home/apt,160,4.0,48,2.44,327,2019-06-08
21486201,16572580,Brooklyn,Williamsburg,Private room,184,2.0,1,0.05,0,2017-10-25
21486579,142053,Manhattan,Hell's Kitchen,Shared room,299,2.0,37,1.8,188,2019-02-18
21487004,87236554,Manhattan,East Village,Private room,103,1.0,39,2.0,0,2018-08-07
21487220,156081840,Manhattan,Upper East Side,Entire home/apt,225,2.0,7,0.37,0,2019-05-06
21488093,128142697,Manhattan,Upper East Side,Entire home/apt,750,4.0,0,0.0,0,
21489266,154741428,Manhattan,Harlem,Entire home/apt,249,3.0,3,0.21,0,2018-08-11
21489407,152622375,Brooklyn,East New York,Entire home/apt,75,2.0,27,1.42,151,2019-06-24
21489753,26138840,Manhattan,Murray Hill,Entire home/apt,175,2.0,1,0.05,0,2017-10-25
21490120,18218495,Brooklyn,Williamsburg,Private room,58,2.0,11,0.73,88,2019-05-19
21490301,105340458,Manhattan,Lower East Side,Entire home/apt,250,5.0,8,0.43,0,2019-03-15
21490751,26749889,Manhattan,Chinatown,Entire home/apt,110,5.0,4,0.19,0,2018-03-27
21490787,56391145,Brooklyn,Greenpoint,Entire home/apt,150,3.0,0,0.0,0,
21490894,56411266,Brooklyn,Bedford-Stuyvesant,Private room,60,3.0,0,0.0,0,
21491135,19708200,Brooklyn,Canarsie,Entire home/apt,65,3.0,65,3.19,305,2019-06-20
21491460,66807235,Bronx,Melrose,Private room,60,3.0,0,0.0,90,
21496794,2230419,Brooklyn,Prospect-Lefferts Gardens,Private room,80,1.0,27,1.66,0,2019-07-05
21497189,156175292,Brooklyn,Bedford-Stuyvesant,Private room,25,1.0,4,0.19,34,2018-09-26
21498344,51729061,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3.0,17,1.45,0,2019-06-25
21499536,8132596,Manhattan,Upper West Side,Entire home/apt,170,3.0,34,1.66,0,2018-04-01
21499719,138235784,Queens,Forest Hills,Entire home/apt,70,1.0,29,1.47,225,2019-06-03
21500449,156042211,Brooklyn,Canarsie,Private room,65,4.0,8,0.39,37,2018-02-17
21501184,99202586,Staten Island,Randall Manor,Private room,55,2.0,4,0.2,355,2018-10-06
21501295,156214681,Manhattan,Nolita,Entire home/apt,550,4.0,87,4.22,295,2019-06-23
21501507,156216145,Manhattan,Financial District,Entire home/apt,215,2.0,0,0.0,0,
21501622,975030,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3.0,36,1.83,253,2019-07-01
21502547,156225107,Queens,Laurelton,Entire home/apt,110,1.0,45,2.24,170,2019-06-30
21502902,156231243,Brooklyn,Bay Ridge,Private room,30,3.0,0,0.0,0,
21503589,50332029,Manhattan,Harlem,Entire home/apt,95,1.0,139,6.9,41,2019-06-29
21503830,310296,Brooklyn,Prospect-Lefferts Gardens,Private room,35,1.0,45,2.42,52,2019-06-23
21504381,155977656,Queens,Forest Hills,Private room,70,1.0,34,1.67,93,2019-06-24
21504532,156246842,Manhattan,Hell's Kitchen,Private room,150,3.0,54,2.67,24,2019-06-22
21504803,156249849,Brooklyn,Williamsburg,Entire home/apt,80,2.0,18,0.88,12,2019-05-19
21504818,39142433,Manhattan,Kips Bay,Entire home/apt,160,1.0,12,0.59,0,2018-01-21
21504961,102228163,Brooklyn,Carroll Gardens,Entire home/apt,90,6.0,0,0.0,0,
21505197,3900540,Brooklyn,Brooklyn Heights,Entire home/apt,196,1.0,39,2.0,96,2019-07-07
21505275,42999896,Brooklyn,Bedford-Stuyvesant,Private room,62,1.0,8,0.39,0,2018-04-15
21505666,156259857,Brooklyn,Cypress Hills,Private room,36,2.0,70,3.43,326,2019-06-12
21512039,16255906,Manhattan,Financial District,Private room,143,2.0,3,0.15,0,2018-02-08
21512337,150687748,Manhattan,Hell's Kitchen,Entire home/apt,120,2.0,3,1.14,0,2019-06-30
21512357,3424386,Brooklyn,Park Slope,Entire home/apt,129,3.0,7,0.38,12,2019-04-10
21512977,26804769,Brooklyn,Bushwick,Private room,32,1.0,3,0.15,0,2017-11-20
21513143,70035028,Queens,Ridgewood,Private room,48,2.0,39,1.91,231,2019-06-28
21513332,6459610,Manhattan,Murray Hill,Entire home/apt,150,2.0,61,2.95,26,2019-06-23
21514099,10972769,Manhattan,SoHo,Entire home/apt,250,2.0,5,0.26,0,2018-08-05
21514294,156332912,Manhattan,Lower East Side,Private room,70,2.0,1,0.05,0,2017-11-05
21514623,16501606,Brooklyn,Clinton Hill,Private room,100,21.0,15,0.97,89,2019-06-06
21515092,102599996,Queens,Ridgewood,Private room,40,30.0,6,0.29,0,2018-05-02
21515431,48053679,Manhattan,Chinatown,Entire home/apt,110,2.0,34,1.73,15,2019-06-22
21516275,156352453,Manhattan,Upper East Side,Entire home/apt,200,2.0,41,2.06,158,2019-06-23
21516411,6374043,Manhattan,Chelsea,Entire home/apt,250,2.0,8,0.41,253,2018-12-02
21516443,112966930,Brooklyn,Williamsburg,Private room,60,2.0,2,0.1,0,2017-11-08
21516649,3404840,Brooklyn,Crown Heights,Private room,60,2.0,2,0.1,0,2017-11-07
21517530,136214003,Staten Island,St. George,Entire home/apt,125,1.0,108,5.41,319,2019-07-06
21517564,15088853,Queens,Ditmars Steinway,Entire home/apt,85,1.0,82,6.03,46,2019-07-03
21518777,2424168,Brooklyn,Williamsburg,Entire home/apt,140,3.0,2,0.1,0,2017-11-18
21519958,85370670,Manhattan,Harlem,Private room,67,1.0,27,1.66,160,2019-05-29
21520497,156396144,Bronx,Morrisania,Entire home/apt,50,1.0,0,0.0,0,
21524324,33910461,Manhattan,Midtown,Private room,300,3.0,0,0.0,0,
21524489,154239561,Brooklyn,Williamsburg,Private room,75,2.0,6,0.3,307,2019-03-24
21524671,1196023,Queens,Ridgewood,Entire home/apt,140,3.0,54,2.82,230,2019-06-25
21524675,134516,Brooklyn,Williamsburg,Entire home/apt,165,3.0,32,1.63,10,2019-06-24
21526187,118137788,Manhattan,West Village,Private room,100,2.0,3,0.15,0,2017-11-16
21527378,156436372,Brooklyn,Williamsburg,Entire home/apt,100,30.0,2,0.15,332,2018-12-09
21527485,79105834,Queens,Long Island City,Private room,55,1.0,64,3.21,285,2019-06-15
21527655,156436372,Brooklyn,Williamsburg,Entire home/apt,100,30.0,4,0.2,323,2018-09-08
21528329,25553833,Queens,Astoria,Entire home/apt,108,4.0,11,0.56,0,2018-09-03
21528682,13917921,Brooklyn,Bushwick,Shared room,42,2.0,13,0.65,365,2019-04-14
21528920,14700562,Brooklyn,Flatbush,Private room,39,7.0,0,0.0,0,
21529148,5887081,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7.0,2,1.5,189,2019-06-21
21529679,5540379,Brooklyn,Bushwick,Entire home/apt,95,2.0,62,3.08,34,2019-06-30
21530044,7114486,Manhattan,Gramercy,Entire home/apt,140,2.0,20,0.99,29,2019-05-07
21530389,1880807,Brooklyn,Greenpoint,Entire home/apt,110,6.0,5,0.24,0,2018-07-15
21530562,154088360,Queens,Long Island City,Entire home/apt,300,4.0,65,3.27,221,2019-07-01
21531023,156490310,Brooklyn,East New York,Entire home/apt,70,1.0,56,4.41,64,2019-07-01
21531318,150835318,Queens,Flushing,Private room,85,1.0,12,0.74,171,2019-06-22
21535750,156535560,Brooklyn,Flatbush,Entire home/apt,55,2.0,70,3.64,5,2019-06-24
21535963,41123114,Manhattan,Theater District,Private room,949,2.0,7,0.36,8,2019-01-01
21536775,108157026,Brooklyn,Williamsburg,Private room,120,2.0,0,0.0,0,
21537886,12678346,Brooklyn,Greenpoint,Shared room,45,7.0,0,0.0,0,
21538855,1825159,Queens,Long Island City,Entire home/apt,125,3.0,54,2.9,83,2019-06-30
21539105,104450469,Manhattan,SoHo,Private room,80,3.0,2,0.11,0,2018-06-11
21539835,156571787,Manhattan,Midtown,Entire home/apt,300,2.0,1,0.05,0,2017-10-31
21540035,110553561,Manhattan,Washington Heights,Entire home/apt,99,2.0,12,0.61,0,2019-06-21
21540062,139879568,Queens,Long Island City,Private room,71,1.0,63,3.19,360,2019-06-22
21540314,156585195,Brooklyn,Bergen Beach,Entire home/apt,95,2.0,41,2.04,4,2018-08-27
21540496,156587568,Queens,Astoria,Entire home/apt,123,1.0,56,2.73,126,2019-06-14
21540737,133004690,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2.0,70,3.52,248,2019-07-04
21541423,16514175,Queens,Jackson Heights,Entire home/apt,95,2.0,46,2.29,168,2019-06-21
21541783,156600754,Bronx,Longwood,Entire home/apt,110,2.0,19,0.97,0,2018-12-16
21546050,3749848,Queens,Long Island City,Entire home/apt,90,6.0,0,0.0,0,
21546425,37149695,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3.0,1,0.05,0,2018-01-02
21547318,42421006,Manhattan,Washington Heights,Private room,75,1.0,3,0.45,56,2019-07-01
21547791,88001494,Brooklyn,Crown Heights,Private room,150,2.0,16,0.87,66,2019-06-11
21548054,15508421,Manhattan,East Village,Entire home/apt,400,30.0,0,0.0,119,
21548325,69054780,Brooklyn,Fort Hamilton,Private room,55,7.0,3,0.15,0,2018-04-02
21548449,4446647,Brooklyn,Flatbush,Entire home/apt,120,5.0,1,0.05,0,2017-11-10
21549450,156676400,Manhattan,Greenwich Village,Entire home/apt,165,3.0,14,0.69,0,2019-01-02
21549541,1745206,Brooklyn,Crown Heights,Entire home/apt,150,2.0,10,0.53,0,2019-03-17
21549554,48183551,Queens,Elmhurst,Private room,58,6.0,50,2.56,257,2019-07-07
21549636,605589,Brooklyn,Williamsburg,Entire home/apt,150,10.0,1,0.73,160,2019-05-29
21549850,49496312,Brooklyn,Park Slope,Private room,60,3.0,22,1.09,6,2019-04-21
21549879,4939914,Brooklyn,Williamsburg,Entire home/apt,250,30.0,3,0.15,0,2018-06-02
21549898,6420489,Manhattan,Upper West Side,Entire home/apt,315,4.0,16,0.84,7,2019-05-31
21550105,29021587,Manhattan,Morningside Heights,Private room,75,3.0,0,0.0,0,
21550242,1913749,Brooklyn,Williamsburg,Entire home/apt,125,4.0,11,0.55,11,2019-06-24
21550302,156684502,Queens,Springfield Gardens,Private room,80,1.0,403,19.75,26,2019-07-06
21550437,104812805,Staten Island,Arrochar,Private room,32,4.0,26,1.33,315,2019-05-19
21550717,7229833,Brooklyn,Kensington,Entire home/apt,32,1.0,0,0.0,0,
21550720,91747804,Manhattan,Harlem,Private room,80,3.0,33,1.64,39,2019-06-10
21550808,45466335,Manhattan,Harlem,Private room,69,1.0,67,3.47,28,2019-06-14
21550933,70844761,Manhattan,Nolita,Entire home/apt,200,5.0,7,0.36,1,2018-12-30
21551617,156699963,Manhattan,Upper West Side,Entire home/apt,350,1.0,11,0.54,80,2019-05-22
21551787,48087870,Manhattan,Upper West Side,Private room,150,2.0,27,1.33,63,2019-06-09
21551817,83585937,Brooklyn,Crown Heights,Private room,50,2.0,35,1.8,174,2019-06-28
21558111,13400096,Brooklyn,Crown Heights,Private room,48,45.0,3,0.15,0,2018-08-04
21558144,23425862,Brooklyn,Bedford-Stuyvesant,Private room,49,1.0,0,0.0,0,
21558456,156758470,Manhattan,Murray Hill,Shared room,150,3.0,17,1.17,14,2019-05-22
21559273,132619769,Manhattan,Hell's Kitchen,Entire home/apt,230,2.0,21,1.09,120,2019-06-22
21559636,2212344,Brooklyn,Williamsburg,Private room,90,4.0,11,0.55,117,2019-01-01
21560584,3949502,Manhattan,East Village,Private room,75,14.0,13,0.65,27,2018-08-07
21561860,143696286,Brooklyn,Cypress Hills,Private room,89,1.0,23,1.14,74,2019-05-16
21561964,15145474,Queens,Ozone Park,Entire home/apt,150,4.0,38,2.66,51,2019-06-19
21562024,14163033,Brooklyn,Fort Greene,Entire home/apt,200,2.0,0,0.0,0,
21562307,155818580,Queens,Ditmars Steinway,Private room,65,2.0,71,3.46,60,2019-07-05
21562330,5754627,Brooklyn,Crown Heights,Private room,94,1.0,9,0.46,0,2018-11-01
21562548,6441887,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,7.0,1,0.05,0,2017-12-31
21563750,3532263,Brooklyn,Bushwick,Entire home/apt,159,2.0,44,2.15,352,2019-06-24
21563815,2179149,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4.0,3,0.16,0,2018-10-23
21564252,3532263,Brooklyn,Bushwick,Entire home/apt,159,2.0,51,2.49,357,2019-06-19
21564493,143405573,Manhattan,Washington Heights,Private room,80,2.0,1,0.05,0,2017-11-19
21564547,10457196,Manhattan,Little Italy,Entire home/apt,190,31.0,1,0.07,61,2018-04-12
21564596,3053519,Manhattan,East Harlem,Private room,70,4.0,0,0.0,0,
21564599,39362787,Brooklyn,Cobble Hill,Private room,59,7.0,33,1.67,0,2018-10-07
21564694,10457196,Manhattan,Little Italy,Entire home/apt,190,30.0,4,0.22,328,2018-11-21
21564733,73856823,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3.0,4,0.34,0,2019-05-01
21565383,153410151,Queens,Astoria,Private room,69,1.0,129,6.29,349,2019-07-07
21565540,30284592,Brooklyn,Williamsburg,Private room,70,1.0,1,0.05,0,2017-11-08
21565682,42133913,Manhattan,Greenwich Village,Entire home/apt,170,3.0,8,0.41,0,2018-03-25
21566103,61391963,Manhattan,Hell's Kitchen,Entire home/apt,133,30.0,2,0.11,4,2018-12-20
21566311,85431106,Brooklyn,Williamsburg,Private room,60,1.0,21,1.46,0,2018-07-20
21566845,134946389,Brooklyn,Bedford-Stuyvesant,Private room,50,2.0,15,0.75,4,2019-07-04
21566887,6271042,Queens,Richmond Hill,Entire home/apt,90,2.0,54,2.69,283,2019-07-07
21566909,4058709,Brooklyn,Park Slope,Entire home/apt,235,5.0,41,2.22,219,2019-06-27
21567303,1772076,Manhattan,Upper East Side,Shared room,59,1.0,7,0.34,0,2018-09-23
21568069,46723798,Brooklyn,Greenpoint,Entire home/apt,100,2.0,13,0.66,1,2019-06-10
21568187,131476075,Brooklyn,Bushwick,Private room,51,1.0,19,0.94,175,2019-06-02
21568341,156843123,Queens,Flushing,Private room,65,2.0,4,0.28,364,2018-10-07
21568479,536745,Brooklyn,Williamsburg,Private room,95,3.0,6,0.3,0,2018-04-22
21568652,152089883,Queens,Ozone Park,Private room,50,7.0,1,0.05,363,2018-01-02
